@timestamp,timestamp,host,host_ip,user,source_ip,event_id,scenario_type,mitre_technique,rule_level,failed_login_count,successful_login_count,same_source_ip_attempts,unique_users_targeted,distinct_hosts_accessed,hour_of_day,is_after_hours,is_remote_logon,logon_type,asset_criticality,raw_anomaly_score,anomaly_score,ml_prediction,ml_priority_output,behavioral_context_score,risk_score,priority_output
2026-05-27T13:55:00,2026-05-27T13:55:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,4,1,1,2,13,0,1,3,1.0,-0.11344021403823207,0.1597522787650673,Normal,Low,0.1,0.32890091150602696,Low
2026-05-11T20:04:00,2026-05-11T20:04:00,DC01,192.168.79.131,dave.it,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,13,32,0,36,1,1,18,0,1,3,1.0,0.007274224247489913,0.6887109724718838,Anomaly,High,0.43999999999999995,0.7581510556554202,High
2026-05-02T07:18:00,2026-05-02T07:18:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Benign Activity,2,0,3,1,1,2,7,0,0,2,0.6,-0.07047448509626852,0.34802384079237736,Normal,Low,0.0,0.2925428696502843,Low
2026-05-03T23:45:00,2026-05-03T23:45:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,3,1,1,2,23,1,1,3,1.0,-0.08911902280585127,0.2663253260854182,Normal,Low,0.17,0.38203013043416734,Low
2026-05-17T13:55:00,2026-05-17T13:55:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,3,1,3,1,1,1,13,0,0,2,0.8,-0.1168710634319512,0.1447186370617356,Normal,Low,0.0,0.2678874548246943,Low
2026-05-26T05:11:00,2026-05-26T05:11:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,3,0,4,2,1,1,5,1,0,2,0.8,-0.09856401927598735,0.22493828849606634,Normal,Low,0.07,0.3104753153984266,Low
2026-05-15T08:42:00,2026-05-15T08:42:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Benign Activity,4,1,3,3,1,1,8,0,0,2,0.6,-0.0883554904467766,0.26967104914054335,Normal,Low,0.0,0.294535086322884,Low
2026-05-02T15:30:00,2026-05-02T15:30:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,1,1,2,1,2,15,0,1,3,0.6,-0.09454961764820347,0.24252899820074167,Normal,Low,0.1,0.31534493261363,Low
2026-05-12T17:24:00,2026-05-12T17:24:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,0,1,2,1,2,17,0,0,2,0.8,-0.11175372051747334,0.16714232607302934,Normal,Low,0.0,0.2768569304292118,Low
2026-05-15T10:53:00,2026-05-15T10:53:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Benign Activity,2,1,2,2,1,2,10,0,0,2,0.6,-0.09253578881034075,0.2513533963966199,Normal,Low,0.0,0.2538746918919813,Low
2026-05-15T05:09:00,2026-05-15T05:09:00,DC01,192.168.79.131,DC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,3,0,4,3,1,1,5,1,1,3,1.0,-0.11490894608808738,0.1533164406206861,Normal,Low,0.17,0.3368265762482745,Low
2026-05-10T06:39:00,2026-05-10T06:39:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,4,1,1,1,1,2,6,1,1,3,0.6,-0.07640439763068252,0.3220395523133553,Normal,Low,0.17,0.34098248759200883,Low
2026-05-29T10:33:00,2026-05-29T10:33:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4688,benign_admin_maintenance,Benign Administrative Maintenance,4,1,1,2,1,2,10,0,1,3,0.8,-0.00997086534720526,0.6131447005792372,Normal,Low,0.16,0.49592454689836163,Low
2026-05-18T17:48:00,2026-05-18T17:48:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,2,0,3,4,1,1,17,0,1,3,1.0,-0.0796691828618753,0.30773358729666433,Normal,Low,0.1,0.3714267682519991,Low
2026-05-10T14:29:00,2026-05-10T14:29:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,3,1,3,2,1,2,14,0,0,2,0.6,-0.10476706497087324,0.19775715760264093,Normal,Low,0.0,0.2491028630410564,Low
2026-05-14T09:44:00,2026-05-14T09:44:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,4,1,1,2,9,0,1,3,1.0,-0.09858079811188591,0.2248647653016178,Normal,Low,0.1,0.3382792394539805,Low
2026-05-08T05:50:00,2026-05-08T05:50:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,1,1,2,1,1,5,1,0,2,0.6,-0.10580308595041893,0.19321741644345797,Normal,Low,0.07,0.27445363324404987,Low
2026-05-17T03:17:00,2026-05-17T03:17:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,1,1,2,1,2,3,1,1,3,0.6,-0.06454832736878213,0.3739916760799191,Normal,Low,0.17,0.39509667043196767,Low
2026-05-12T02:50:00,2026-05-12T02:50:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,odd_hour_normal_login,Benign After-Hours Activity,5,0,1,1,1,1,2,1,0,2,0.8,-0.08142389625918034,0.3000446072570819,Normal,Low,0.07,0.3738511762361661,Low
2026-05-16T08:56:00,2026-05-16T08:56:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,4,1,3,2,1,1,8,0,0,2,0.6,-0.10009229465888148,0.21824153737300223,Normal,Low,0.0,0.2739632816158676,Low
2026-05-03T18:09:00,2026-05-03T18:09:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,33,0,44,1,2,1,1,1,3,1.0,0.037885137715889416,0.8228449586905991,Anomaly,High,0.51,0.7889713168095731,High
2026-05-17T09:56:00,2026-05-17T09:56:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4688,normal_client_activity,Benign Activity,3,0,4,3,1,2,9,0,1,3,0.6,0.004505804623797349,0.676580032307836,Anomaly,High,0.16,0.46463201292313444,Low
2026-05-17T02:30:00,2026-05-17T02:30:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,0,2,2,1,1,2,1,1,3,0.6,-0.11893950987453289,0.1356549099400402,Normal,Low,0.17,0.26642863064268274,Low
2026-05-06T08:43:00,2026-05-06T08:43:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,4,0,2,1,1,2,8,0,0,2,0.8,-0.1090579394828512,0.17895497114551195,Normal,Low,0.0,0.2982486551248715,Low
2026-05-12T04:11:00,2026-05-12T04:11:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,3,3,1,2,4,1,1,3,1.0,-0.10815453033359468,0.18291362041944917,Normal,Low,0.17,0.331998781501113,Low
2026-05-23T04:50:00,2026-05-23T04:50:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,4,0,3,1,1,2,4,1,0,2,1.0,-0.0594605268818178,0.3962859131044547,Normal,Low,0.07,0.4356810319084486,Low
2026-05-03T03:44:00,2026-05-03T03:44:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,1,2,2,1,2,3,1,1,3,0.8,-0.10709007587607494,0.187577954258516,Normal,Low,0.17,0.3105311817034065,Low
2026-05-02T08:02:00,2026-05-02T08:02:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,3,0,3,1,1,2,8,0,1,3,0.8,-0.11440224916180852,0.1555367362873514,Normal,Low,0.1,0.28721469451494064,Low
2026-05-10T05:00:00,2026-05-10T05:00:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,2,1,1,1,5,1,1,3,1.0,-0.12861301960651356,0.09326654990577998,Normal,Low,0.17,0.312806619962312,Low
2026-05-22T05:56:00,2026-05-22T05:56:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,5,0,2,3,1,1,5,1,1,3,1.0,-0.11730253836773441,0.14282795669540765,Normal,Low,0.17,0.36596451601149643,Low
2026-05-03T21:40:00,2026-05-03T21:40:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,10,44,1,34,1,2,13,0,1,3,1.0,0.013168806163741609,0.7145404456869128,Anomaly,High,0.43999999999999995,0.7184828449414317,High
2026-05-16T05:12:00,2026-05-16T05:12:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,5,2,1,2,5,1,1,3,1.0,-0.08191717638332974,0.29788310268640233,Normal,Low,0.17,0.39465324107456096,Low
2026-05-07T11:51:00,2026-05-07T11:51:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,2,0,2,3,1,2,11,0,0,2,0.8,-0.10414512794253128,0.20048242396473917,Normal,Low,0.0,0.273526302919229,Low
2026-05-11T21:42:00,2026-05-11T21:42:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,2,0,3,1,1,1,21,1,1,3,0.6,-0.07083760667689676,0.34643267804769196,Normal,Low,0.17,0.31740640455241015,Low
2026-05-08T15:08:00,2026-05-08T15:08:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,3,1,2,2,1,1,15,0,0,2,0.8,-0.13135963981243187,0.08123113262791869,Normal,Low,0.0,0.2424924530511675,Low
2026-05-06T19:49:00,2026-05-06T19:49:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,0,1,2,1,2,19,0,1,3,0.8,-0.07828083615554471,0.3138171848399389,Normal,Low,0.1,0.40052687393597564,Low
2026-05-25T16:43:00,2026-05-25T16:43:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,2,1,2,16,0,0,2,0.8,-0.10589049622832813,0.19283439327675136,Normal,Low,0.0,0.2704670906440339,Low
2026-05-28T12:26:00,2026-05-28T12:26:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,0,1,1,1,2,12,0,1,3,0.6,-0.068478474791554,0.35677015994359706,Normal,Low,0.1,0.37770806397743883,Low
2026-05-22T06:50:00,2026-05-22T06:50:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,2,0,5,1,1,2,6,1,1,3,1.0,-0.06333915263277057,0.3792901598230988,Normal,Low,0.17,0.4105493972625729,Low
2026-05-09T10:18:00,2026-05-09T10:18:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,3,1,1,10,0,0,2,0.8,-0.10548662123582186,0.1946041334295516,Normal,Low,0.0,0.271174986705154,Low
2026-05-08T06:25:00,2026-05-08T06:25:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,0,1,1,1,1,6,1,1,3,0.8,-0.11101801000562111,0.17036613655355043,Normal,Low,0.17,0.33697978795475353,Low
2026-05-17T13:53:00,2026-05-17T13:53:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Benign Authentication Noise,3,3,1,3,1,1,13,0,1,3,1.0,-0.05065442729139347,0.43487336794542164,Normal,Low,0.1,0.4389493471781687,Low
2026-05-22T06:05:00,2026-05-22T06:05:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,credential_spraying,T1110.003 - Password Spraying,12,18,1,36,5,4,9,0,1,3,1.0,0.014575331812202275,0.720703701551252,Anomaly,High,0.76,0.8022814806205009,High
2026-05-25T21:09:00,2026-05-25T21:09:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,4624,lateral_movement,T1021.002 - SMB/Windows Admin Shares,12,1,7,11,1,4,13,0,1,3,0.6,-0.022421421707016664,0.5585875977045938,Normal,Low,0.42000000000000004,0.6064350390818376,Low
2026-05-17T19:50:00,2026-05-17T19:50:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4688,normal_client_activity,Benign Activity,4,0,3,2,1,1,19,0,0,2,1.0,-0.007951314938921206,0.6219941701291225,Normal,Low,0.06,0.5244643347183157,Low
2026-05-31T04:48:00,2026-05-31T04:48:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,normal_client_activity,Benign Activity,4,0,2,1,1,2,4,1,0,2,0.6,0.00478093032122362,0.6777856058215139,Anomaly,High,0.13,0.47728090899527226,Low
2026-05-18T06:24:00,2026-05-18T06:24:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,2,1,1,1,1,1,6,1,0,2,0.6,-0.07262951018026043,0.33858073465261573,Normal,Low,0.07,0.2992656271943796,Low
2026-05-26T14:32:00,2026-05-26T14:32:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,2,0,3,3,1,1,14,0,0,2,0.6,-0.08479571675379094,0.28526962433398234,Normal,Low,0.0,0.26744118306692627,Low
2026-05-27T14:36:00,2026-05-27T14:36:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Benign Activity,4,0,1,3,1,2,14,0,1,3,0.8,-0.015489733724731392,0.5889615668201551,Normal,Low,0.16,0.4862512933947288,Low
2026-05-17T11:24:00,2026-05-17T11:24:00,DC01,192.168.79.131,IT-PC01$,192.168.79.133,4624,normal_machine_auth,Benign Activity,2,0,2,3,1,1,11,0,1,3,1.0,-0.13171947088498748,0.07965438856318945,Normal,Low,0.1,0.2801950887586091,Low
2026-05-15T14:14:00,2026-05-15T14:14:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Benign Activity,2,1,1,3,1,1,14,0,0,2,0.8,-0.09919123227581589,0.2221899033502898,Normal,Low,0.0,0.2822092946734493,Low
2026-05-26T23:46:00,2026-05-26T23:46:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.133,4624,benign_admin_maintenance,Benign Administrative Maintenance,5,1,1,2,1,2,23,1,1,3,0.8,-0.079430026456628,0.3087815469401645,Normal,Low,0.17,0.3923459521093992,Low
2026-05-05T03:15:00,2026-05-05T03:15:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,4,1,1,2,3,1,1,3,1.0,-0.08400299580664372,0.28874324888653613,Normal,Low,0.17,0.3743306328879478,Low
2026-05-28T06:01:00,2026-05-28T06:01:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,1,1,1,1,2,6,1,1,3,0.6,-0.07024719079470931,0.3490198218742359,Normal,Low,0.17,0.36844126208302774,Low
2026-05-08T13:24:00,2026-05-08T13:24:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_admin_maintenance,Benign Administrative Maintenance,6,0,2,3,1,1,13,0,1,3,0.6,-0.09127435635539727,0.2568808682801983,Normal,Low,0.1,0.33775234731207937,Low
2026-05-03T05:00:00,2026-05-03T05:00:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Benign After-Hours Activity,4,1,2,1,1,1,5,1,0,2,0.6,-0.10261298112788564,0.20719613931769273,Normal,Low,0.07,0.28004512239374374,Low
2026-05-19T19:58:00,2026-05-19T19:58:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4688,benign_admin_maintenance,Benign Administrative Maintenance,5,0,1,2,1,1,19,0,1,3,0.6,-0.009430492770078569,0.6155125596072962,Normal,Low,0.16,0.47353835717625187,Low
2026-05-17T14:35:00,2026-05-17T14:35:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,1,1,1,1,1,14,0,1,3,0.6,-0.0901639212581068,0.26174668472146523,Normal,Low,0.1,0.32303200722191944,Low
2026-05-24T03:58:00,2026-05-24T03:58:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Benign Activity,4,1,1,1,1,1,3,1,0,2,0.8,-0.10995161529364295,0.17503897239518104,Normal,Low,0.07,0.3071822556247391,Low
2026-05-17T15:55:00,2026-05-17T15:55:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,credential_spraying,T1110.003 - Password Spraying,12,18,0,32,6,3,1,1,1,3,1.0,0.037885137715889416,0.8228449586905991,Anomaly,High,0.8300000000000001,0.8536379834762398,High
2026-05-22T04:02:00,2026-05-22T04:02:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,T1543.003 - Windows Service,12,2,5,7,1,5,10,0,1,3,0.8,0.0553144133967739,0.8992183157416844,Anomaly,High,0.38,0.7766873262966738,High
2026-05-22T23:28:00,2026-05-22T23:28:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,13,27,0,51,1,1,13,0,1,3,1.0,0.0008046461882231792,0.6603619231977277,Anomaly,High,0.43999999999999995,0.7468114359457577,High
2026-05-21T05:54:00,2026-05-21T05:54:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,3,0,5,1,1,2,5,1,1,3,1.0,-0.07305625107115454,0.33671079840137497,Normal,Low,0.17,0.41018431936055005,Low
2026-05-25T07:32:00,2026-05-25T07:32:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,0,1,1,1,2,7,0,1,3,0.6,-0.07897254688401578,0.31078617704541955,Normal,Low,0.1,0.34264780415150115,Low
2026-05-11T16:40:00,2026-05-11T16:40:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Benign Activity,2,1,4,1,1,2,16,0,0,2,0.6,-0.04616423411539905,0.45454894901587756,Normal,Low,0.0,0.33515291293968436,Low
2026-05-20T22:35:00,2026-05-20T22:35:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,3,0,1,1,1,2,22,1,0,2,0.8,-0.07420838938712293,0.33166224259281685,Normal,Low,0.07,0.3531648970371268,Low
2026-05-28T02:45:00,2026-05-28T02:45:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Benign Activity,4,1,1,2,1,2,2,1,0,2,0.6,-0.08140915496273815,0.3001092021557563,Normal,Low,0.07,0.3172103475289692,Low
2026-05-21T02:20:00,2026-05-21T02:20:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Benign Authentication Noise,5,3,1,2,1,1,2,1,1,3,1.0,-0.048431103841368506,0.4446157507499485,Normal,Low,0.17,0.4866796336333128,Low
2026-05-21T05:49:00,2026-05-21T05:49:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,0,3,3,1,1,5,1,1,3,0.8,-0.11202855409538848,0.16593803259807097,Normal,Low,0.17,0.28520854637256177,Low
2026-05-27T01:12:00,2026-05-27T01:12:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,credential_spraying,T1110.003 - Password Spraying,10,26,1,38,5,2,23,1,1,3,1.0,0.03273063440470503,0.8002584365072454,Anomaly,High,0.6699999999999999,0.7872700412695648,High
2026-05-11T05:59:00,2026-05-11T05:59:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,10,37,1,47,1,1,23,1,1,3,1.0,0.013583490597038894,0.7163575517369637,Anomaly,High,0.51,0.7297096873614521,High
2026-05-16T04:10:00,2026-05-16T04:10:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,5140,lateral_movement,T1021.002 - SMB/Windows Admin Shares,10,2,8,14,1,3,11,0,1,3,0.8,0.05665267179821787,0.9050824313017011,Anomaly,High,0.5,0.7636996391873471,High
2026-05-01T17:32:00,2026-05-01T17:32:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,2,2,1,2,17,0,1,3,1.0,-0.12013732569303065,0.13040619984660246,Normal,Low,0.1,0.30049581327197433,Low
2026-05-04T00:13:00,2026-05-04T00:13:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,domain_enumeration,T1087 - Account Discovery,9,2,17,30,5,3,16,0,1,3,1.0,-0.005611468113006612,0.6322471468076895,Normal,Low,0.58,0.6898988587230757,Low
2026-05-24T05:10:00,2026-05-24T05:10:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,5,0,1,3,1,2,5,1,1,3,0.6,-0.08185000708055856,0.2981774319079569,Normal,Low,0.17,0.3481043060965161,Low
2026-05-09T23:23:00,2026-05-09T23:23:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,2,0,1,3,1,1,23,1,0,2,1.0,-0.0452265649616852,0.4586577222307575,Normal,Low,0.07,0.42729642222563635,Low
2026-05-15T00:50:00,2026-05-15T00:50:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,T1110.001 - Password Guessing,11,37,1,54,1,2,3,1,1,3,1.0,0.022514273294119147,0.755491355582744,Anomaly,High,0.51,0.762029875566431,High
2026-05-23T01:14:00,2026-05-23T01:14:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,odd_hour_normal_login,Benign After-Hours Activity,4,0,2,1,1,1,1,1,1,3,0.6,-0.009955927866938996,0.6132101551359673,Normal,Low,0.23,0.46645072872105364,Low
2026-05-03T09:31:00,2026-05-03T09:31:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,5,2,1,1,9,0,1,3,1.0,-0.0897017551244037,0.26377185087251404,Normal,Low,0.1,0.353842073682339,Low
2026-05-30T09:09:00,2026-05-30T09:09:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Benign Activity,3,1,1,1,1,1,9,0,0,2,0.8,-0.10387458964553464,0.20166789594480417,Normal,Low,0.0,0.2906671583779217,Low
2026-05-27T22:12:00,2026-05-27T22:12:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4672,benign_remote_admin,Benign Administrative Activity,6,0,3,2,1,2,22,1,1,3,0.8,0.0280503447939221,0.7797498717170951,Anomaly,High,0.25,0.6093999486868381,Low
2026-05-31T01:10:00,2026-05-31T01:10:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Benign Activity,2,0,3,4,1,2,1,1,1,3,1.0,-0.06540541001672917,0.3702360249391354,Normal,Low,0.17,0.4069277433089875,Low
2026-05-29T01:03:00,2026-05-29T01:03:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Benign Authentication Noise,4,1,1,2,1,1,1,1,1,3,1.0,-0.0796670716494059,0.30774283842027317,Normal,Low,0.17,0.415263802034776,Low
2026-05-29T04:19:00,2026-05-29T04:19:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,2,1,3,2,1,1,4,1,0,2,0.8,-0.10080705900935272,0.21510951089379532,Normal,Low,0.07,0.2898771376908515,Low
2026-05-23T04:54:00,2026-05-23T04:54:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Benign Activity,4,1,2,3,1,1,4,1,1,3,0.8,-0.11919980840855537,0.1345143075855444,Normal,Low,0.17,0.3059723897008845,Low
2026-05-10T04:22:00,2026-05-10T04:22:00,DC01,192.168.79.131,Administrator,192.168.79.133,4624,benign_remote_admin,Benign Administrative Activity,6,0,1,2,1,1,4,1,1,3,1.0,-0.0827022004134802,0.29444320526059486,Normal,Low,0.17,0.443277282104238,Low
