timestamp,host,host_ip,user,source_ip,event_id,scenario_type,priority_label,mitre_technique,rule_level,failed_login_count,successful_login_count,same_source_ip_attempts,unique_users_targeted,distinct_hosts_accessed,hour_of_day,is_after_hours,is_remote_logon,logon_type,asset_criticality,event_4624,event_4625,event_4672,event_4688,event_5140,event_7045
2026-05-16 05:12:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,5,2,1,2,5,1,1,3,1.0,1,0,0,0,0,0
2026-05-07 11:51:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,2,0,2,3,1,2,11,0,0,2,0.8,1,0,0,0,0,0
2026-05-11 21:42:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,0,3,1,1,1,21,1,1,3,0.6,1,0,0,0,0,0
2026-05-08 15:08:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,1,2,2,1,1,15,0,0,2,0.8,1,0,0,0,0,0
2026-05-06 19:49:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,0,1,2,1,2,19,0,0,2,0.8,1,0,0,0,0,0
2026-05-25 16:43:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,3,2,1,2,16,0,0,2,0.8,1,0,0,0,0,0
2026-05-28 12:26:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,0,1,1,1,2,12,0,0,2,0.6,1,0,0,0,0,0
2026-05-22 06:50:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,2,0,5,1,1,2,6,1,1,3,1.0,1,0,0,0,0,0
2026-05-09 10:18:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,3,3,1,1,10,0,0,2,0.8,1,0,0,0,0,0
2026-05-08 06:25:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,0,1,1,1,1,6,1,0,2,0.8,1,0,0,0,0,0
2026-05-17 13:53:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,3,3,1,3,1,1,13,0,0,2,1.0,0,1,0,0,0,0
2026-05-22 06:05:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,12,18,1,36,5,4,9,0,1,3,1.0,0,1,0,0,0,0
2026-05-25 21:09:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,4624,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,12,1,7,11,1,4,13,0,1,3,0.6,1,0,0,0,0,0
2026-05-17 19:50:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4688,normal_client_activity,Low,Benign Activity,4,0,3,2,1,1,19,0,0,2,1.0,0,0,0,1,0,0
2026-05-31 04:48:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,normal_client_activity,Low,Benign Activity,4,0,2,1,1,2,4,1,0,2,0.6,0,0,0,1,0,0
2026-05-18 06:24:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,1,1,1,1,1,6,1,0,2,0.6,1,0,0,0,0,0
2026-05-26 14:32:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,0,3,3,1,1,14,0,0,2,0.6,1,0,0,0,0,0
2026-05-27 14:36:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,4,0,1,3,1,2,14,0,1,3,0.8,0,0,0,1,0,0
2026-05-17 11:24:00,DC01,192.168.79.131,IT-PC01$,192.168.79.133,4624,normal_machine_auth,Low,Benign Activity,2,0,2,3,1,1,11,0,1,3,1.0,1,0,0,0,0,0
2026-05-15 14:14:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,2,1,1,3,1,1,14,0,0,2,0.8,1,0,0,0,0,0
2026-05-26 23:46:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,5,1,1,2,1,2,23,1,0,2,0.8,1,0,0,0,0,0
2026-05-05 03:15:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,4,1,1,2,3,1,1,3,1.0,1,0,0,0,0,0
2026-05-28 06:01:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,1,1,1,1,2,6,1,0,2,0.6,1,0,0,0,0,0
2026-05-08 13:24:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,0,2,3,1,1,13,0,0,2,0.6,1,0,0,0,0,0
2026-05-03 05:00:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,4,1,2,1,1,1,5,1,0,2,0.6,1,0,0,0,0,0
2026-05-19 19:58:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4688,benign_admin_maintenance,Low,Benign Administrative Maintenance,5,0,1,2,1,1,19,0,0,2,0.6,0,0,0,1,0,0
2026-05-17 14:35:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,1,1,1,1,1,14,0,0,2,0.6,1,0,0,0,0,0
2026-05-24 03:58:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,1,1,1,1,3,1,0,2,0.8,1,0,0,0,0,0
2026-05-17 15:55:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,12,18,0,32,6,3,1,1,1,3,1.0,0,1,0,0,0,0
2026-05-22 04:02:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,12,2,5,7,1,5,10,0,1,3,0.8,0,0,0,0,0,1
2026-05-22 23:28:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,13,27,0,51,1,1,13,0,1,3,1.0,0,1,0,0,0,0
2026-05-21 05:54:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,3,0,5,1,1,2,5,1,1,3,1.0,1,0,0,0,0,0
2026-05-25 07:32:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,0,1,1,1,2,7,0,0,2,0.6,1,0,0,0,0,0
2026-05-11 16:40:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,1,4,1,1,2,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-20 22:35:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,3,0,1,1,1,2,22,1,0,2,0.8,1,0,0,0,0,0
2026-05-28 02:45:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,1,2,1,2,2,1,0,2,0.6,1,0,0,0,0,0
2026-05-21 02:20:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4625,single_failed_login,Low,Benign Authentication Noise,5,3,1,2,1,1,2,1,0,2,1.0,0,1,0,0,0,0
2026-05-21 05:49:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,0,3,3,1,1,5,1,1,3,0.8,1,0,0,0,0,0
2026-05-27 01:12:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,10,26,1,38,5,2,23,1,1,3,1.0,0,1,0,0,0,0
2026-05-11 05:59:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,10,37,1,47,1,1,23,1,1,3,1.0,0,1,0,0,0,0
2026-05-16 04:10:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,5140,lateral_movement,High,T1021.002 - SMB/Windows Admin Shares,10,2,8,14,1,3,11,0,1,3,0.8,0,0,0,0,1,0
2026-05-01 17:32:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,2,2,1,2,17,0,1,3,1.0,1,0,0,0,0,0
2026-05-04 00:13:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,domain_enumeration,High,T1087 - Account Discovery,9,2,17,30,5,3,16,0,1,3,1.0,1,0,0,0,0,0
2026-05-24 05:10:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,0,1,3,1,2,5,1,0,2,0.6,1,0,0,0,0,0
2026-05-09 23:23:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,2,0,1,3,1,1,23,1,0,2,1.0,1,0,0,0,0,0
2026-05-15 00:50:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,37,1,54,1,2,3,1,1,3,1.0,0,1,0,0,0,0
2026-05-23 01:14:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4688,odd_hour_normal_login,Low,Benign After-Hours Activity,4,0,2,1,1,1,1,1,1,3,0.6,0,0,0,1,0,0
2026-05-03 09:31:00,DC01,192.168.79.131,FINANCE-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,5,2,1,1,9,0,1,3,1.0,1,0,0,0,0,0
2026-05-30 09:09:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,3,1,1,1,1,1,9,0,0,2,0.8,1,0,0,0,0,0
2026-05-27 22:12:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4672,benign_remote_admin,Low,Benign Administrative Activity,6,0,3,2,1,2,22,1,0,2,0.8,0,0,1,0,0,0
2026-05-31 01:10:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,3,4,1,2,1,1,1,3,1.0,1,0,0,0,0,0
2026-05-29 01:03:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,4,1,1,2,1,1,1,1,0,2,1.0,0,1,0,0,0,0
2026-05-29 04:19:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,2,1,3,2,1,1,4,1,0,2,0.8,1,0,0,0,0,0
2026-05-23 04:54:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,2,3,1,1,4,1,1,3,0.8,1,0,0,0,0,0
2026-05-10 04:22:00,DC01,192.168.79.131,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,6,0,1,2,1,1,4,1,0,2,1.0,1,0,0,0,0,0
2026-05-18 10:29:00,DC01,192.168.79.131,dave.it,192.168.79.134,4624,domain_enumeration,High,T1087 - Account Discovery,11,1,15,21,5,2,4,1,1,3,1.0,1,0,0,0,0,0
2026-05-29 18:34:00,DC01,192.168.79.131,ANONYMOUS LOGON,192.168.79.134,4624,sam_dump_activity,High,T1003 - OS Credential Dumping,11,0,20,40,6,2,0,1,1,3,1.0,1,0,0,0,0,0
2026-05-25 22:01:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,1,3,3,1,2,22,1,0,2,0.6,1,0,0,0,0,0
2026-05-19 17:31:00,DC01,192.168.79.131,IT-PC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,2,4,1,2,17,0,1,3,1.0,1,0,0,0,0,0
2026-05-14 19:23:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,2,0,2,1,1,1,19,0,0,2,0.8,0,0,0,1,0,0
2026-05-24 23:14:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,0,2,1,1,2,23,1,0,2,0.6,1,0,0,0,0,0
2026-05-28 13:41:00,DC01,192.168.79.131,bob.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,2,2,1,1,13,0,0,2,1.0,1,0,0,0,0,0
2026-05-20 18:55:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,3,2,1,1,18,0,1,3,1.0,1,0,0,0,0,0
2026-05-21 16:46:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,5140,benign_remote_admin,Low,Benign Administrative Activity,6,0,3,2,1,2,16,0,0,2,0.6,0,0,0,0,1,0
2026-05-10 16:42:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,0,2,1,1,1,16,0,0,2,0.6,1,0,0,0,0,0
2026-05-06 14:39:00,DC01,192.168.79.131,bob.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,11,25,1,45,1,1,1,1,1,3,1.0,0,1,0,0,0,0
2026-05-12 23:44:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,3,1,1,2,23,1,0,2,0.6,1,0,0,0,0,0
2026-05-25 08:51:00,IT-PC01,192.168.79.133,charlie.it,192.168.79.133,4624,normal_logon,Low,Benign Activity,4,1,1,3,1,1,8,0,1,3,0.6,1,0,0,0,0,0
2026-05-19 09:16:00,IT-PC01,192.168.79.133,dave.it,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,4,1,1,2,1,1,9,0,0,2,0.6,1,0,0,0,0,0
2026-05-19 12:54:00,IT-PC01,192.168.79.133,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,11,0,5,13,2,4,22,1,1,3,0.6,0,0,0,0,0,1
2026-05-13 01:19:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,1,1,2,1,1,1,1,0,2,0.6,1,0,0,0,0,0
2026-05-15 09:15:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_logon,Low,Benign Activity,4,1,2,1,1,2,9,0,0,2,0.8,1,0,0,0,0,0
2026-05-13 02:25:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,1,1,2,1,1,2,1,1,3,0.6,1,0,0,0,0,0
2026-05-23 14:53:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,3,0,2,3,1,1,14,0,1,3,0.6,1,0,0,0,0,0
2026-05-02 01:59:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4688,odd_hour_normal_login,Low,Benign After-Hours Activity,4,0,2,3,1,1,1,1,0,2,0.8,0,0,0,1,0,0
2026-05-16 21:58:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,4624,benign_remote_admin,Low,Benign Administrative Activity,5,0,2,1,1,1,21,1,0,2,0.8,1,0,0,0,0,0
2026-05-22 23:45:00,IT-PC01,192.168.79.133,bob.finance,192.168.79.133,4688,odd_hour_normal_login,Low,Benign After-Hours Activity,5,0,1,3,1,1,23,1,1,3,0.6,0,0,0,1,0,0
2026-05-08 03:34:00,FINANCE-PC01,192.168.79.132,charlie.it,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,2,0,4,2,1,2,3,1,1,3,0.8,0,0,0,1,0,0
2026-05-16 17:22:00,FINANCE-PC01,192.168.79.132,bob.finance,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,4,0,2,3,1,2,17,0,0,2,0.8,0,0,0,1,0,0
2026-05-11 14:57:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,0,2,2,1,1,14,0,0,2,0.6,1,0,0,0,0,0
2026-05-09 09:11:00,DC01,192.168.79.131,DC01$,192.168.79.132,4624,normal_machine_auth,Low,Benign Activity,2,0,2,4,1,2,9,0,1,3,1.0,1,0,0,0,0,0
2026-05-20 21:38:00,DC01,192.168.79.131,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,2,0,4,3,1,1,21,1,1,3,1.0,1,0,0,0,0,0
2026-05-17 16:29:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4624,normal_client_activity,Low,Benign Activity,4,1,3,1,1,2,16,0,0,2,0.8,1,0,0,0,0,0
2026-05-16 06:06:00,IT-PC01,192.168.79.133,Administrator,192.168.79.133,4624,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,0,3,3,1,1,6,1,0,2,0.6,1,0,0,0,0,0
2026-05-26 14:25:00,IT-PC01,192.168.79.133,alice.finance,192.168.79.133,4624,normal_logon,Low,Benign Activity,2,1,3,1,1,1,14,0,0,2,0.6,1,0,0,0,0,0
2026-05-22 04:02:00,FINANCE-PC01,192.168.79.132,dave.it,192.168.79.134,7045,remote_service_creation,High,T1543.003 - Windows Service,11,0,7,12,2,5,3,1,1,3,0.8,0,0,0,0,0,1
2026-05-27 23:50:00,FINANCE-PC01,192.168.79.132,alice.finance,192.168.79.132,4688,normal_client_activity,Low,Benign Activity,3,0,4,1,1,1,23,1,0,2,0.8,0,0,0,1,0,0
2026-05-26 03:18:00,DC01,192.168.79.131,bob.finance,192.168.79.133,4624,normal_client_activity,Low,Benign Activity,2,1,3,1,1,1,3,1,0,2,1.0,1,0,0,0,0,0
2026-05-03 02:29:00,DC01,192.168.79.131,charlie.it,192.168.79.133,4624,odd_hour_normal_login,Low,Benign After-Hours Activity,5,0,2,1,1,1,2,1,1,3,1.0,1,0,0,0,0,0
2026-05-10 17:25:00,DC01,192.168.79.131,charlie.it,192.168.79.134,4625,credential_spraying,High,T1110.003 - Password Spraying,9,25,1,44,6,3,17,0,1,3,1.0,0,1,0,0,0,0
2026-05-16 05:10:00,DC01,192.168.79.131,alice.finance,192.168.79.134,4625,targeted_brute_force,High,T1110.001 - Password Guessing,13,35,1,36,1,1,12,0,1,3,1.0,0,1,0,0,0,0
2026-05-23 21:49:00,DC01,192.168.79.131,alice.finance,192.168.79.133,4625,single_failed_login,Low,Benign Authentication Noise,5,1,0,2,1,1,21,1,0,2,1.0,0,1,0,0,0,0
2026-05-13 21:50:00,FINANCE-PC01,192.168.79.132,Administrator,192.168.79.133,7045,benign_admin_maintenance,Low,Benign Administrative Maintenance,6,1,2,1,1,2,21,1,0,2,0.8,0,0,0,0,0,1
